ENSG00000025156,6,122720691,HSF2,+
ENSG00000025434,11,47269851,NR1H3,+
ENSG00000025708,22,50968485,TYMP,-
ENSG00000025772,20,43589127,TOMM34,-
ENSG00000026297,6,167370679,RNASET2,-
ENSG00000026751,1,160709037,SLAMF7,+
ENSG00000026950,6,26402465,BTN3A1,+
ENSG00000027001,13,24463558,MIPEP,-
ENSG00000027847,5,177027101,B4GALT7,+
ENSG00000028528,15,64386322,SNX1,+
ENSG00000029534,8,41754280,ANK1,-
ENSG00000029639,6,155635627,TFB1M,-
ENSG00000030110,6,33548070,BAK1,-
ENSG00000031691,6,49431096,CENPQ,+
ENSG00000031698,1,109756540,SARS1,+
ENSG00000032219,14,58765103,ARID4A,+
ENSG00000032742,13,21140585,IFT88,+
ENSG00000034677,8,101348446,RNF19A,-
ENSG00000035141,2,70529222,FAM136A,-
ENSG00000035687,1,244615436,ADSS2,-
ENSG00000035862,17,76921472,TIMP2,-
ENSG00000036448,8,1993155,MYOM2,+
ENSG00000037757,19,13875337,MRI1,+
ENSG00000038002,4,178363657,AGA,-
ENSG00000039319,5,79703832,ZFYVE16,+
ENSG00000039650,19,50370818,PNKP,-
ENSG00000040199,16,71758604,PHLPP2,-
ENSG00000041802,3,194393206,LSG1,-
ENSG00000041982,9,117880536,TNC,-
ENSG00000042445,2,85581743,RETSAT,-
ENSG00000042493,2,85645555,CAPG,-
ENSG00000043143,5,133860003,JADE2,+
ENSG00000043514,1,40349183,TRIT1,-
ENSG00000043591,10,115803806,ADRB1,+
ENSG00000044090,6,43021683,CUL7,-
ENSG00000046604,18,29078027,DSG2,+
ENSG00000047579,6,15663289,DTNBP1,-
ENSG00000048544,6,42185603,MRPS10,-
ENSG00000049167,5,60240900,ERCC8,-
ENSG00000049192,5,64777747,ADAMTS6,-
ENSG00000049239,1,9294863,H6PD,+
ENSG00000049246,1,7844380,PER3,+
ENSG00000049247,1,7913572,UTS2,-
ENSG00000049449,11,31833939,RCN1,+
ENSG00000050393,6,13814800,MCUR1,-
ENSG00000051108,16,56965960,HERPUD1,+
ENSG00000051596,5,175461683,THOC3,-
ENSG00000051620,6,138724668,HEBP2,+
ENSG00000052126,12,19282648,PLEKHA5,+
ENSG00000053371,1,19638640,AKR7A2,-
ENSG00000053501,19,17326155,USE1,+
ENSG00000053918,11,2465914,KCNQ1,+
ENSG00000054179,9,139948497,ENTPD2,-
ENSG00000054277,1,241840678,OPN3,-
ENSG00000054282,1,243419320,SDCCAG8,+
ENSG00000054523,1,10270764,KIF1B,+
ENSG00000054983,14,88460009,GALC,-
ENSG00000055163,5,156693089,CYFIP2,+
ENSG00000055211,6,149887410,GINM1,+
ENSG00000055483,17,76836969,USP36,-
ENSG00000055732,1,85514182,MCOLN3,-
ENSG00000055950,10,102747272,MRPL43,-
ENSG00000056050,4,170679104,HPF1,-
ENSG00000056661,17,36904558,,-
ENSG00000057935,2,42721709,MTA3,+
ENSG00000058085,1,183155373,LAMC2,+
ENSG00000059122,16,2961938,FLYWCH1,+
ENSG00000059588,1,234614849,TARBP1,-
ENSG00000059691,4,152682175,GATB,-
ENSG00000060709,12,131200826,RIMBP2,-
ENSG00000062194,5,56469775,GPBP1,+
ENSG00000063046,12,53399942,EIF4B,+
ENSG00000063761,14,78266426,ADCK1,+
ENSG00000063854,16,1877195,HAGH,-
ENSG00000064199,11,124543694,SPA17,+
ENSG00000064270,16,84402133,ATP2C2,+
ENSG00000064300,17,47572655,NGFR,+
ENSG00000064652,5,122179134,SNX24,+
ENSG00000064666,19,1026580,CNN2,+
ENSG00000064787,20,52687304,BCAS1,-
ENSG00000064886,1,111743393,CHI3L2,+
ENSG00000065000,19,2151556,AP3D1,-
ENSG00000065060,6,34759857,UHRF1BP1,+
ENSG00000065135,1,110091233,GNAI3,+
ENSG00000065154,10,126107545,OAT,-
ENSG00000065268,19,984328,WDR18,+
ENSG00000065308,6,52441713,TRAM2,-
ENSG00000065413,2,198175897,ANKRD44,-
ENSG00000065559,17,11924135,MAP2K4,+
ENSG00000065600,1,212588243,PACC1,-
ENSG00000065613,10,105726959,SLK,+
ENSG00000065621,10,106028631,GSTO2,+
ENSG00000065665,10,12171636,SEC61A2,+
ENSG00000065809,10,14816896,FAM107B,-
ENSG00000065989,19,10527449,PDE4A,+
ENSG00000066027,1,212458782,PPP2R5A,+
ENSG00000066084,12,50898768,DIP2B,+
ENSG00000066185,1,42921938,ZMYND12,-
ENSG00000066230,5,524447,SLC9A3,-
ENSG00000066654,16,20753406,THUMPD1,-
ENSG00000066855,8,66556124,MTFR1,+
ENSG00000066926,18,55254004,FECH,-
ENSG00000067057,10,3109712,PFKP,+
ENSG00000067113,5,54830878,PLPP1,-
ENSG00000067141,15,73344051,NEO1,+
ENSG00000067533,1,218458629,RRP15,+
ENSG00000067606,1,1981909,PRKCZ,+
ENSG00000068097,17,58156292,HEATR6,-
ENSG00000068137,17,40829048,PLEKHH3,-
ENSG00000068305,15,100017370,MEF2A,+
ENSG00000068724,2,47143296,TTC7A,+
ENSG00000068784,2,45839304,SRBD1,-
ENSG00000069998,22,17646177,HDHD5,-
ENSG00000070061,9,111696396,ELP1,-
ENSG00000070371,22,19279239,CLTCL1,-
ENSG00000070444,17,2304412,MNT,-
ENSG00000070476,3,126194762,ZXDC,-
ENSG00000070540,17,66453653,WIPI1,-
ENSG00000070718,8,42010464,AP3M2,+
ENSG00000070731,17,74582145,ST6GALNAC2,-
ENSG00000070759,1,45956872,TESK2,-
ENSG00000070770,16,58231824,CSNK2A2,-
ENSG00000070831,1,22379120,CDC42,+
ENSG00000070915,16,56899119,SLC12A3,+
ENSG00000071894,8,145634753,CPSF1,-
ENSG00000071909,2,171034655,MYO3B,+
ENSG00000071967,2,172378757,CYBRD1,+
ENSG00000072042,14,68162531,RDH11,-
ENSG00000072071,19,14316972,ADGRL1,-
ENSG00000072110,14,69446157,ACTN1,-
ENSG00000072682,5,131631008,P4HA2,-
ENSG00000072756,3,3168600,TRNT1,+
ENSG00000072778,17,7120444,ACADVL,+
ENSG00000072818,17,7239848,ACAP1,+
ENSG00000072954,19,16771938,TMEM38A,+
ENSG00000073150,22,50609160,PANX2,+
ENSG00000073169,22,50639408,SELENOO,+
ENSG00000073350,17,73521783,LLGL2,+
ENSG00000073578,5,218356,SDHA,+
ENSG00000073584,17,38821393,SMARCE1,-
ENSG00000073605,17,38077313,GSDMB,-
ENSG00000073670,17,42836568,ADAM11,+
ENSG00000073712,14,53419153,FERMT2,-
ENSG00000073803,3,185000729,MAP3K13,+
ENSG00000073849,3,186648274,ST6GAL1,+
ENSG00000073969,17,44668035,NSF,+
ENSG00000074054,2,122407163,CLASP1,-
ENSG00000074071,16,1823156,MRPS34,-
ENSG00000074219,19,49865714,TEAD2,-
ENSG00000074266,11,85955586,EED,+
ENSG00000074319,11,18548779,TSG101,-
ENSG00000074416,3,127558019,MGLL,-
ENSG00000074696,15,65822756,HACD3,+
ENSG00000074966,4,48136273,TXK,-
ENSG00000075043,20,62103993,KCNQ2,-
ENSG00000075234,22,46663858,TTC38,+
ENSG00000075239,11,107992243,ACAT1,+
ENSG00000075413,14,103851701,MARK3,+
ENSG00000075643,18,33767482,MOCOS,+
ENSG00000075975,3,12598513,MKRN2,+
ENSG00000076067,12,56915713,RBMS2,+
ENSG00000076248,12,109535379,UNG,+
ENSG00000076356,1,208417665,PLXNA2,-
ENSG00000076555,12,109554400,ACACB,+
ENSG00000076650,19,33571786,GPATCH1,+
ENSG00000076826,19,7660788,CAMSAP3,+
ENSG00000076924,19,7694451,XAB2,-
ENSG00000076944,19,7701991,STXBP2,+
ENSG00000077044,2,234263153,DGKD,+
ENSG00000077097,3,25706398,TOP2B,-
ENSG00000077238,16,27324989,IL4R,+
ENSG00000077348,19,41903256,EXOSC5,-
ENSG00000077420,10,26726706,APBB1IP,+
ENSG00000077935,22,45809500,SMC1B,-
ENSG00000078142,18,39535171,PIK3C3,+
ENSG00000078177,4,40058446,N4BP2,+
ENSG00000078246,12,2986389,TULP3,+
ENSG00000078795,5,137223657,PKD2L2,+
ENSG00000078804,20,33292094,TP53INP2,+
ENSG00000079134,18,268059,THOC1,-
ENSG00000079215,5,36606457,SLC1A3,+
ENSG00000079257,3,158390482,LXN,-
ENSG00000079263,2,231090444,SP140,+
ENSG00000079335,1,100810584,CDC14A,+
ENSG00000079337,12,48164823,RAPGEF3,-
ENSG00000079459,8,11653082,FDFT1,+
ENSG00000079691,6,25279306,CARMIL1,+
ENSG00000079739,1,64058916,PGM1,+
ENSG00000079785,2,15731302,DDX1,+
ENSG00000079819,6,131384462,EPB41L2,-
ENSG00000079931,6,132722684,MOXD1,-
ENSG00000079999,19,10614054,KEAP1,-
ENSG00000080200,3,97595819,CRYBG3,+
ENSG00000081052,2,228028829,COL4A4,-
ENSG00000081059,5,133450402,TCF7,+
ENSG00000081377,9,99382112,CDC14B,-
ENSG00000081665,19,19932560,ZNF506,-
ENSG00000081721,1,161719548,DUSP12,+
ENSG00000081791,5,141303373,DELE1,+
ENSG00000082014,7,150974982,SMARCD3,-
ENSG00000082074,5,39274630,FYB1,-
ENSG00000082212,18,48405419,ME2,+
ENSG00000082781,3,124606674,ITGB5,-
ENSG00000083454,17,3599698,P2RX5,-
ENSG00000083457,17,3704537,ITGAE,-
ENSG00000083807,19,59023432,SLC27A5,-
ENSG00000083828,19,58280997,ZNF586,+
ENSG00000083842,19,58790318,,+
ENSG00000083845,19,58898636,RPS5,+
ENSG00000084070,1,40810522,SMAP2,+
ENSG00000084112,12,109251366,SSH1,-
ENSG00000084444,12,13197218,FAM234B,+
ENSG00000084623,1,32687529,EIF3I,+
ENSG00000084636,1,32169920,COL16A1,-
ENSG00000084754,2,26467594,HADHA,-
ENSG00000085382,6,105307794,HACE1,-
ENSG00000085415,18,12947983,SEH1L,+
ENSG00000085465,1,111970399,OVGP1,-
ENSG00000085491,1,108743471,SLC25A24,-
ENSG00000085644,16,3179778,ZNF213,+
ENSG00000085721,16,15188174,RRN3,-
ENSG00000085871,4,140586922,MGST2,+
ENSG00000085982,2,234475428,USP40,-
ENSG00000086062,9,33167354,B4GALT1,-
ENSG00000086232,7,6098861,EIF2AK1,-
ENSG00000086289,7,37723446,EPDR1,+
ENSG00000086300,7,26331541,SNX10,+
ENSG00000086504,16,420568,MRPL28,-
ENSG00000086544,19,41223008,ITPKC,+
ENSG00000086619,1,236445319,ERO1B,-
ENSG00000086967,19,50936160,MYBPC2,+
ENSG00000087008,4,8442450,ACOX3,-
ENSG00000087076,19,49339934,HSD17B14,-
ENSG00000087157,17,76374735,PGS1,+
ENSG00000087191,17,61904810,PSMC5,+
ENSG00000087237,16,56995762,CETP,+
ENSG00000087299,14,50779266,L2HGDH,-
ENSG00000088205,2,118572226,DDX18,+
ENSG00000088808,14,104313927,PPP1R13B,-
ENSG00000088826,20,4101627,SMOX,+
ENSG00000088832,20,1373806,FKBP1A,-
ENSG00000088854,20,3388272,DNAAF9,-
ENSG00000088882,20,2781283,CPXM1,-
ENSG00000088992,12,117537284,TESC,-
ENSG00000089057,20,4990939,SLC23A2,-
ENSG00000089063,20,5093749,TMEM230,-
ENSG00000089127,12,113344582,OAS1,+
ENSG00000089163,12,120740119,SIRT4,+
ENSG00000089177,20,16554078,KIF16B,-
ENSG00000089250,12,117889975,NOS1,-
ENSG00000089327,19,35645633,FXYD5,+
ENSG00000089335,19,35168544,ZNF302,+
ENSG00000089486,16,4588829,CDIP1,-
ENSG00000089639,19,19754455,GMIP,-
ENSG00000089685,17,76210277,BIRC5,+
ENSG00000089693,12,6876641,MLF2,-
ENSG00000089737,14,94547591,DDX24,-
ENSG00000089876,10,127585005,DHX32,-
ENSG00000089916,14,76618259,GPATCH2L,+
ENSG00000090054,9,94877690,SPTLC1,-
ENSG00000090266,7,140390577,NDUFB2,+
ENSG00000090372,19,47250251,STRN4,-
ENSG00000090376,12,66582659,IRAK3,+
ENSG00000090432,1,20834654,MUL1,-
ENSG00000090621,1,40042462,PABPC4,-
ENSG00000090686,1,22110099,USP48,-
ENSG00000090857,16,70147529,PDPR,+
ENSG00000090920,19,40440533,,-
ENSG00000090971,19,55996594,NAT14,+
ENSG00000091106,2,32490923,NLRC4,-
ENSG00000091127,7,105162714,PUS7,-
ENSG00000091436,2,173940163,MAP3K20,+
ENSG00000091490,4,25865382,SEL1L3,-
ENSG00000091527,3,133292574,CDV3,+
ENSG00000091542,17,18086392,ALKBH5,+
ENSG00000091622,17,6459814,PITPNM3,-
ENSG00000091640,17,4871167,SPAG7,-
ENSG00000091844,6,153452384,RGS17,-
ENSG00000091947,17,42092417,TMEM101,-
ENSG00000092009,14,24977471,CMA1,-
ENSG00000092010,14,24605367,PSME1,+
ENSG00000092036,14,23426370,HAUS4,-
ENSG00000092094,14,20923264,OSGEP,-
ENSG00000092295,14,24733638,TGM1,-
ENSG00000092607,1,119532179,TBX15,-
ENSG00000092758,20,61447596,COL9A3,+
ENSG00000093010,22,19929130,COMT,+
ENSG00000093100,22,18507325,AC016026.1,-
ENSG00000093134,6,133055904,VNN3,-
ENSG00000095209,9,108456825,TMEM38B,+
ENSG00000095321,9,131873468,CRAT,-
ENSG00000095739,10,28966271,BAMBI,+
ENSG00000095794,10,35415719,CREM,+
ENSG00000095932,19,3480540,SMIM24,-
ENSG00000096060,6,35696360,FKBP5,-
ENSG00000096092,6,52535907,TMEM14A,+
ENSG00000096264,6,41303393,NCR2,+
ENSG00000096717,10,69644427,SIRT1,+
ENSG00000096872,9,26947037,IFT74,+
ENSG00000096996,19,18197697,IL12RB1,-
ENSG00000099203,19,10946983,TMED1,-
ENSG00000099282,10,71211229,TSPAN15,+
ENSG00000099326,19,59084942,MZF1,-
ENSG00000099330,19,17337055,OCEL1,+
ENSG00000099365,16,31021949,STX1B,-
ENSG00000099785,19,8478187,MARCHF2,+
ENSG00000099804,19,531733,CDC34,+
ENSG00000099817,19,1095391,POLR2E,-
ENSG00000099821,19,633568,POLRMT,-
ENSG00000099940,22,21213271,SNAP29,+
ENSG00000099956,22,24129150,SMARCB1,+
ENSG00000099974,22,24309089,DDTL,+
ENSG00000100031,22,24979718,GGT1,+
ENSG00000100075,22,19166343,SLC25A1,-
ENSG00000100099,22,26879820,HPS4,-
ENSG00000100116,22,38203912,GCAT,+
ENSG00000100124,22,38240438,ANKRD54,-
ENSG00000100147,22,42196683,CCDC134,+
ENSG00000100154,22,29075853,TTC28,-
ENSG00000100162,22,42343168,CENPM,-
ENSG00000100197,22,42540472,CYP2D6,-
ENSG00000100243,22,43045574,CYB5R3,-
ENSG00000100266,22,43411151,PACSIN2,-
ENSG00000100290,22,43506754,BIK,+
ENSG00000100297,22,35796056,MCM5,+
ENSG00000100299,22,51066607,ARSA,-
ENSG00000100300,22,43547520,TSPO,+
ENSG00000100304,22,43583139,TTLL12,-
ENSG00000100311,22,39640756,PDGFB,-
ENSG00000100321,22,39745930,SYNGR1,+
ENSG00000100336,22,36600886,APOL4,-
ENSG00000100360,22,37172300,IFT27,-
ENSG00000100364,22,45636650,KIAA0930,-
ENSG00000100365,22,37257030,NCF4,+
ENSG00000100368,22,37309670,CSF2RB,+
ENSG00000100376,22,45704849,FAM118A,+
ENSG00000100385,22,37571094,IL2RB,-
ENSG00000100413,22,41940610,POLR3H,-
ENSG00000100417,22,41985894,PMM1,-
ENSG00000100422,22,47134158,CERK,-
ENSG00000100427,22,50524331,MLC1,-
ENSG00000100473,14,31343720,COCH,+
ENSG00000100504,14,51411454,PYGL,-
ENSG00000100505,14,51562779,TRIM9,-
ENSG00000100564,14,68067004,PIGH,-
ENSG00000100577,14,77787227,GSTZ1,+
ENSG00000100580,14,77843452,TMED8,-
ENSG00000100592,14,59655364,DAAM1,+
ENSG00000100596,14,78083116,SPTLC2,-
ENSG00000100625,14,61191066,SIX4,-
ENSG00000100721,14,96180533,TCL1A,-
ENSG00000100722,14,89029253,ZC3H14,+
ENSG00000100744,14,96829814,GSKIP,+
ENSG00000100908,14,24610797,EMC9,-
ENSG00000100968,14,24834879,NFATC4,+
ENSG00000100979,20,44540794,PLTP,-
ENSG00000100983,20,33543620,GSS,-
ENSG00000100994,20,25228705,PYGB,+
ENSG00000100997,20,25371619,ABHD12,-
ENSG00000101000,20,33758727,PROCR,+
ENSG00000101052,20,42219571,IFT52,+
ENSG00000101057,20,42295754,MYBL2,+
ENSG00000101104,20,43538703,PABPC1L,+
ENSG00000101158,20,57556296,NELFCD,+
ENSG00000101161,20,62612488,PRPF6,+
ENSG00000101162,20,57594309,TUBB1,+
ENSG00000101181,20,60758085,MTG2,+
ENSG00000101190,20,61493115,TCFL5,-
ENSG00000101191,20,61569304,DIDO1,-
ENSG00000101197,20,61867235,BIRC7,+
ENSG00000101216,20,62258394,GMEB2,-
ENSG00000101220,20,3749034,C20orf27,-
ENSG00000101353,20,35807991,MROH8,-
ENSG00000101361,20,2632791,NOP56,+
ENSG00000101363,20,35918041,MANBAL,+
ENSG00000101439,20,23619110,CST3,-
ENSG00000101442,20,37377085,ACTR5,+
ENSG00000101443,20,44098346,WFDC2,+
ENSG00000101444,20,32899608,AHCY,-
ENSG00000101473,20,44486045,ACOT8,-
ENSG00000101546,18,77794346,RBFA,+
ENSG00000101574,18,2571508,METTL4,-
ENSG00000101577,18,3011945,LPIN2,-
ENSG00000101596,18,2655886,SMCHD1,+
ENSG00000101605,18,3220106,MYOM1,-
ENSG00000101624,18,12702773,CEP76,-
ENSG00000101638,18,44337132,ST8SIA5,-
ENSG00000101751,18,51795889,POLI,+
ENSG00000101752,18,19321281,MIB1,+
ENSG00000102445,13,47012325,RUBCNL,-
ENSG00000102554,13,73629114,KLF5,+
ENSG00000102595,13,96705736,UGGT2,-
ENSG00000102606,13,111766906,ARHGEF7,+
ENSG00000102699,13,25086948,PARP4,-
ENSG00000102743,13,41363548,SLC25A15,+
ENSG00000102755,13,29069265,FLT1,-
ENSG00000102781,13,30881621,KATNAL1,-
ENSG00000102886,16,30125177,GDPD3,-
ENSG00000103021,16,58265061,CCDC113,+
ENSG00000103034,16,58496750,NDRG4,+
ENSG00000103056,16,68482591,SMPD3,-
ENSG00000103121,16,81053875,CMC2,-
ENSG00000103148,16,188859,NPRL3,-
ENSG00000103174,16,5084142,NAGPA,-
ENSG00000103187,16,84651683,COTL1,-
ENSG00000103199,16,4817217,ZNF500,-
ENSG00000103202,16,446725,NME4,+
ENSG00000103227,16,1031318,LMF1,-
ENSG00000103245,16,791329,CIAO3,-
ENSG00000103479,16,53467889,RBL2,+
ENSG00000103510,16,31127075,KAT8,+
ENSG00000103540,16,19535133,CCP110,+
ENSG00000103550,16,19729557,KNOP1,-
ENSG00000103569,15,58430368,AQP9,+
ENSG00000103657,15,64126147,HERC1,-
ENSG00000103811,15,79241916,CTSH,-
ENSG00000104043,15,50475014,ATP8B4,-
ENSG00000104055,15,43559055,TGM5,-
ENSG00000104059,15,29862927,FAM189A1,-
ENSG00000104093,15,51915030,DMXL2,-
ENSG00000104213,8,17433942,PDGFRL,+
ENSG00000104219,8,17013538,ZDHHC2,+
ENSG00000104321,8,72987852,TRPA1,-
ENSG00000104341,8,98787285,LAPTM4B,+
ENSG00000104361,8,99306621,NIPAL2,-
ENSG00000104419,8,134314265,NDRG1,-
ENSG00000104427,8,79578282,ZC2HC1A,+
ENSG00000104442,8,66546442,ARMC1,-
ENSG00000104472,8,141521397,CHRAC1,+
ENSG00000104490,8,103137135,NCALD,-
ENSG00000104497,8,82755101,SNX16,-
ENSG00000104518,8,144635377,GSDMD,+
ENSG00000104611,8,19171128,SH2D4A,+
ENSG00000104689,8,23082639,TNFRSF10A,-
ENSG00000104738,8,48872745,MCM4,+
ENSG00000104804,19,49401990,TULP2,-
ENSG00000104805,19,49403307,NUCB1,+
ENSG00000104823,19,39322497,ECH1,-
ENSG00000104835,19,39466380,SARS2,-
ENSG00000104863,19,49617581,LIN7B,+
ENSG00000104870,19,50015536,FCGRT,+
ENSG00000104872,19,49955115,PIH1D1,-
ENSG00000104883,19,7553905,PEX11G,-
ENSG00000104894,19,49838428,CD37,+
ENSG00000104951,19,50432796,IL4I1,-
ENSG00000104953,19,2977444,TLE6,+
ENSG00000104964,19,3062964,TLE5,-
ENSG00000104972,19,55085346,LILRB1,+
ENSG00000104979,19,13885257,C19orf53,+
ENSG00000105011,19,14247768,ASF1B,-
ENSG00000105063,19,55770363,PPP6R1,-
ENSG00000105136,19,57986988,ZNF419,+
ENSG00000105146,19,57742377,AURKC,+
ENSG00000105186,19,33166102,ANKRD27,-
ENSG00000105245,19,41196556,NUMBL,-
ENSG00000105248,19,4247087,YJU2,+
ENSG00000105258,19,36606206,POLR2I,-
ENSG00000105287,19,47220384,PRKD2,-
ENSG00000105290,19,36359138,APLP1,+
ENSG00000105298,19,3626813,CACTIN,-
ENSG00000105321,19,47759731,CCDC9,+
ENSG00000105339,8,142127377,DENND3,+
ENSG00000105341,19,42006550,DMAC2,-
ENSG00000105371,19,10397650,ICAM4,+
ENSG00000105401,19,10514271,CDC37,-
ENSG00000105404,19,42463528,RABAC1,-
ENSG00000105426,19,5340814,PTPRS,-
ENSG00000105464,19,48898132,GRIN2D,+
ENSG00000105497,19,52074551,ZNF175,+
ENSG00000105499,19,48614109,PLA2G4C,-
ENSG00000105501,19,52150151,SIGLEC5,-
ENSG00000105519,19,5911386,CAPS,+
ENSG00000105520,19,11466062,PLPPR2,+
ENSG00000105568,19,52693274,PPP2R1A,+
ENSG00000105607,19,13001974,GCDH,+
ENSG00000105609,19,54761167,LILRB5,-
ENSG00000105618,19,54618837,PRPF31,+
ENSG00000105650,19,18359010,PDE4C,-
ENSG00000105656,19,18632937,ELL,-
ENSG00000105672,19,36132647,ETV2,+
ENSG00000105695,19,35783028,MAG,+
ENSG00000105699,19,35739559,LSR,+
ENSG00000105750,19,21106059,ZNF85,+
ENSG00000105755,19,44031396,ETHE1,-
ENSG00000105771,19,44259142,SMG9,-
ENSG00000105808,7,102283316,RASA4,-
ENSG00000105829,7,93633694,BET1,-
ENSG00000105855,7,20370325,ITGB8,+
ENSG00000105875,7,134896316,WDR91,-
ENSG00000105877,7,21582833,DNAH11,+
ENSG00000105887,7,135662101,MTPN,-
ENSG00000105928,7,24809244,GSDME,-
ENSG00000105963,7,995043,ADAP1,-
ENSG00000105971,7,115927434,CAV2,+
ENSG00000105974,7,116164839,CAV1,+
ENSG00000106049,7,27702614,HIBADH,-
ENSG00000106100,7,30518400,NOD1,-
ENSG00000106123,7,142552792,EPHB6,+
ENSG00000106125,7,30811033,MINDY4,+
ENSG00000106153,7,56174269,CHCHD2,-
ENSG00000106302,7,123469037,HYAL4,+
ENSG00000106366,7,100770370,SERPINE1,+
ENSG00000106392,7,7196565,C1GALT1,+
ENSG00000106404,7,100882101,CLDN15,-
ENSG00000106460,7,12250867,TMEM106B,+
ENSG00000106477,7,130082274,CEP41,-
ENSG00000106484,7,130126046,MEST,+
ENSG00000106538,7,150038763,RARRES2,-
ENSG00000106591,7,42971799,MRPL32,+
ENSG00000106603,7,43769316,COA1,-
ENSG00000106617,7,151574210,PRKAG2,-
ENSG00000106624,7,44143960,AEBP1,+
ENSG00000106733,9,77703133,NMRK1,-
ENSG00000106771,9,111882225,TMEM245,-
ENSG00000106772,9,79521003,PRUNE2,-
ENSG00000106780,9,123476748,MEGF9,-
ENSG00000106789,9,100954922,CORO2A,-
ENSG00000106976,9,130965658,DNM1,+
ENSG00000107020,9,5437878,PLGRKT,-
ENSG00000107104,9,470291,KANK1,+
ENSG00000107281,9,139940655,NPDC1,-
ENSG00000107521,10,100206709,HPS1,-
ENSG00000107537,10,13344412,PHYH,-
ENSG00000107551,10,45454855,RASSF4,+
ENSG00000107554,10,101769676,DNMBP,-
ENSG00000107679,10,124134173,PLEKHA1,+
ENSG00000107719,10,72238564,PALD1,+
ENSG00000107738,10,73533337,VSIR,-
ENSG00000107745,10,74385899,MICU1,-
ENSG00000107771,10,86088342,CCSER2,+
ENSG00000107796,10,90751147,ACTA2,-
ENSG00000107854,10,93558069,TNKS2,+
ENSG00000107882,10,104263744,SUFU,+
ENSG00000107902,10,126150403,LHPP,+
ENSG00000107951,10,30663377,MTPAP,-
ENSG00000107959,10,3215003,PITRM1,-
ENSG00000107960,10,105677963,STN1,-
ENSG00000108010,10,131934663,GLRX3,+
ENSG00000108039,10,111683311,XPNPEP1,-
ENSG00000108107,19,55896713,RPL28,+
ENSG00000108262,17,27916645,GIT1,-
ENSG00000108264,17,35766965,,+
ENSG00000108272,17,34948329,,+
ENSG00000108278,17,34842479,,+
ENSG00000108294,17,36909003,,+
ENSG00000108349,17,38296507,CASC3,+
ENSG00000108352,17,38333263,RAPGEFL1,+
ENSG00000108375,17,56494480,RNF43,-
ENSG00000108379,17,44910520,WNT3,-
ENSG00000108384,17,56769934,RAD51C,+
ENSG00000108389,17,56595251,MTMR4,-
ENSG00000108395,17,57184266,TRIM37,-
ENSG00000108405,17,3819794,P2RX1,-
ENSG00000108406,17,57642886,DHX40,+
ENSG00000108433,17,45000483,GOSR2,+
ENSG00000108439,17,46018889,PNPO,+
ENSG00000108448,17,18601311,TRIM16L,+
ENSG00000108556,17,4806369,CHRNE,-
ENSG00000108559,17,5323480,NUP88,-
ENSG00000108587,17,28804426,GOSR1,+
